,-0.5-bulk,-0.5-core,-0.5-silicate,-1.0-bulk,-1.0-core,-1.0-silicate,-1.5-bulk,-1.5-core,-1.5-silicate,0.0-bulk,0.0-core,0.0-silicate,0.5-bulk,0.5-core,0.5-silicate,1.0-bulk,1.0-core,1.0-silicate
0,-3349.248420590223,-9295.095837902738,21.68576814765455,-7639.426552482241,-9692.487830959126,21.68576815662071,-9865.271354994164,-9974.593446652832,21.685768146182394,-1008.2300900752783,-9109.562839212504,21.68576817433987,-255.8661613632529,-9052.903782255105,21.68576812416001,-50.543376567885325,-9037.65709673129,21.685768095376368
